student_id,age,gender,state,urban_rural,family_income,12th_stream,10th_percentage,12th_percentage,school_board,school_tier,JEE_Main_percentile,JEE_Advanced_rank,NEET_percentile,NEET_rank,CUET_score,logical_reasoning,quantitative_ability,verbal_ability,abstract_reasoning,spatial_reasoning,interest_technology,interest_healthcare,interest_business,interest_creative_arts,interest_social_service,interest_research,leadership,teamwork,creativity,analytical_thinking,communication,preferred_location,budget_constraint_lakhs,career_goal_timeline,work_preference,risk_tolerance,has_sports,has_cultural,volunteering_hours,num_certifications,num_projects,career_path_year1,career_trajectory,career_year2,career_year3,career_year4,career_year5
STU_000296,17,Female,Punjab,Rural,5-10 Lakhs,Science-PCB,82.71,66.97,State Board,Tier 2,,,50.0,1000000.0,,5.6,9.1,4.1,8.3,7.8,3.5,4.1,4.3,2.5,2.3,3.3,1.5,3.2,2.0,4.7,3.1,Home State,2,4 years,Business,Low,False,False,0,0,2,Nursing,"['Nursing', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000297,16,Female,Delhi,Semi-Urban,5-10 Lakhs,Science-PCM,77.76,67.69,State Board,Tier 1,,,,,551.0,7.3,6.8,6.2,5.5,7.3,1.7,1.6,5.0,1.2,3.1,3.5,1.3,2.1,4.5,2.3,2.5,Home State,5,4 years,Business,Medium,True,False,0,0,0,Electronics Engineering,"['Electronics Engineering', 'Entry Level', 'Entry Level', 'Professional']",Entry Level,Entry Level,Professional,Professional
STU_000298,17,Female,Punjab,Urban,5-10 Lakhs,Science-PCMB,70.99,73.73,State Board,Tier 1,49.81,,54.0,920000.0,,7.1,5.6,6.0,2.5,8.1,1.9,3.4,3.5,2.9,2.6,1.6,2.7,4.3,4.5,2.9,2.0,Nearby States,5,4 years,Job,Medium,True,False,20,3,1,Data Science,"['Data Science', 'Data Science', 'Data Scientist', 'Data Scientist']",Data Science,Data Scientist,Data Scientist,Data Scientist
STU_000299,17,Male,Madhya Pradesh,Rural,<5 Lakhs,Science-PCMB,60.0,70.57,State Board,Tier 3,,,,,,5.3,6.6,2.9,2.3,8.8,4.0,3.0,2.8,1.0,3.7,1.4,3.6,3.6,3.1,2.0,2.2,Nearby States,30,6+ years,Business,Low,False,False,50,1,1,MBBS,"['MBBS', 'Junior Doctor', 'Resident Doctor', 'Senior Resident', 'Specialist', 'Consultant']",Junior Doctor,Resident Doctor,Senior Resident,Specialist
STU_000300,18,Female,Rajasthan,Urban,<5 Lakhs,Science-PCM,63.77,96.41,State Board,Tier 3,,,,,,4.4,7.6,6.0,6.4,4.3,3.7,2.5,2.4,3.8,1.0,3.3,3.6,2.8,2.4,3.1,3.7,Pan India,5,4 years,Research,Medium,True,False,0,1,2,Electrical Engineering,"['Electrical Engineering', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000301,17,Male,Haryana,Semi-Urban,<5 Lakhs,Science-PCMB,71.67,65.22,CBSE,Tier 2,,,,,552.0,4.9,1.0,7.5,6.8,7.8,1.4,2.2,3.3,3.5,1.0,3.2,2.5,2.0,2.4,3.8,1.8,Home State,20,4 years,Job,Low,True,True,0,3,1,Environmental Science,"['Environmental Science', 'Entry Level', 'Entry Level', 'Entry Level']",Entry Level,Entry Level,Entry Level,Entry Level
STU_000302,18,Female,Tamil Nadu,Semi-Urban,10-20 Lakhs,Science-PCB,81.37,70.57,State Board,Tier 2,,,,,,6.9,7.1,5.5,5.8,5.3,3.6,2.0,2.5,2.3,3.0,1.1,2.9,2.9,2.8,2.6,3.6,Pan India,20,4 years,Job,Low,True,True,0,2,1,BHMS,"['BHMS', 'Entry Level', 'Junior Professional', 'Junior Professional']",Entry Level,Junior Professional,Junior Professional,Junior Professional
STU_000303,16,Male,Kerala,Rural,>50 Lakhs,Science-PCB,73.43,88.5,State Board,Tier 2,,,,,,8.4,7.9,7.9,6.8,2.9,3.3,1.6,3.0,4.1,2.9,4.0,3.3,2.5,1.0,3.4,3.2,Home State,2,4 years,Job,High,False,True,0,2,1,Physiotherapy,"['Physiotherapy', 'Physiotherapy', 'Physiotherapy', 'Physiotherapy']",Physiotherapy,Physiotherapy,Physiotherapy,Physiotherapy
STU_000304,18,Female,Punjab,Urban,5-10 Lakhs,Science-PCMB,65.23,79.52,ICSE,Tier 2,56.91,,58.29,834200.0,409.0,4.8,2.7,7.9,5.0,7.1,3.8,1.0,2.3,2.3,1.7,2.8,3.4,4.9,3.7,4.8,3.0,Home State,15,4 years,Job,Medium,True,False,10,1,1,MBBS,"['MBBS', 'Junior Doctor', 'Resident Doctor', 'Senior Resident']",Junior Doctor,Resident Doctor,Senior Resident,Senior Resident
STU_000305,17,Male,Andhra Pradesh,Rural,20-50 Lakhs,Science-PCM,77.12,71.72,CBSE,Tier 2,47.17,,,,,4.5,7.7,9.0,5.0,6.4,2.3,1.9,4.4,3.3,3.9,3.9,1.1,2.5,3.5,1.6,2.5,Home State,15,4 years,Government,Low,True,True,10,2,1,Electrical Engineering,"['Electrical Engineering', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000306,17,Female,Madhya Pradesh,Semi-Urban,<5 Lakhs,Science-PCB,76.63,60.0,State Board,Tier 2,,,54.93,901400.0,608.0,1.0,6.2,7.2,4.0,5.2,4.7,2.4,5.0,1.8,4.2,2.7,2.2,4.6,2.0,2.5,3.8,Home State,2,4 years,Research,Low,False,False,0,1,1,Nursing,"['Nursing', 'Nursing', 'Junior Professional', 'Professional']",Nursing,Junior Professional,Professional,Professional
STU_000307,16,Female,Rajasthan,Semi-Urban,10-20 Lakhs,Science-PCM,75.81,77.25,ICSE,Tier 2,,,,,665.0,7.0,6.5,7.2,6.1,6.7,2.7,3.7,4.3,4.4,4.9,3.0,3.2,2.3,2.7,3.1,4.3,Pan India,5,4 years,Job,Low,False,True,20,0,1,Electrical Engineering,"['Electrical Engineering', 'Electrical Engineering', 'Junior Professional', 'Professional']",Electrical Engineering,Junior Professional,Professional,Professional
STU_000308,16,Male,Gujarat,Urban,20-50 Lakhs,Science-PCM,75.99,83.54,CBSE,Tier 2,50.33,,,,447.0,6.0,8.8,4.9,3.2,5.9,4.4,2.5,5.0,5.0,2.4,2.9,4.2,3.4,2.4,4.2,3.8,Home State,20,4 years,Job,Low,False,True,20,3,1,Electronics Engineering,"['Electronics Engineering', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000309,18,Female,Haryana,Urban,5-10 Lakhs,Arts,66.93,71.39,State Board,Tier 1,,,,,,5.0,5.3,7.9,6.3,4.1,3.2,2.8,1.0,2.5,3.4,2.5,3.2,3.9,2.9,4.0,4.7,Nearby States,5,4 years,Government,Medium,False,False,10,2,0,BA Journalism,"['BA Journalism', 'BA Journalism', 'Junior Professional', 'Junior Professional']",BA Journalism,Junior Professional,Junior Professional,Junior Professional
STU_000310,18,Male,Gujarat,Semi-Urban,10-20 Lakhs,Science-PCM,60.0,71.98,ICSE,Tier 3,53.94,,,,,3.9,5.8,8.6,8.3,5.5,4.2,1.0,4.4,1.4,1.0,1.0,1.3,4.4,3.8,2.5,4.2,Home State,15,4 years,Job,Medium,True,True,0,0,3,AI/ML Engineering,"['AI/ML Engineering', 'ML Engineer', 'AI Researcher', 'AI Researcher']",ML Engineer,AI Researcher,AI Researcher,AI Researcher
STU_000311,17,Female,Gujarat,Urban,5-10 Lakhs,Arts,69.05,77.88,CBSE,Tier 2,,,,,,4.3,7.2,4.6,8.3,3.3,2.7,5.0,2.7,1.1,2.8,2.2,2.2,2.6,5.0,3.0,1.7,Home State,10,4 years,Job,Medium,True,True,0,0,1,Hotel Management,"['Hotel Management', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000312,16,Male,Delhi,Urban,20-50 Lakhs,Commerce,89.94,77.34,State Board,Tier 2,,,,,591.0,6.5,7.6,6.1,5.1,6.5,5.0,2.3,2.9,2.8,3.3,3.1,3.8,5.0,2.6,3.9,3.7,Abroad,5,5 years,Government,Low,False,True,0,3,0,BBA,"['BBA', 'BBA', 'Business Analyst', 'Manager', 'Senior Manager']",BBA,Business Analyst,Manager,Senior Manager
STU_000313,17,Male,Uttar Pradesh,Rural,10-20 Lakhs,Science-PCM,92.25,82.45,State Board,Tier 2,,,,,,3.5,9.9,8.0,6.8,5.6,2.2,2.6,3.7,1.4,2.4,1.4,2.7,2.4,1.7,3.6,2.9,Home State,2,4 years,Government,High,True,True,0,0,0,Mechanical Engineering,"['Mechanical Engineering', 'Entry Level', 'Junior Professional', 'Junior Professional']",Entry Level,Junior Professional,Junior Professional,Junior Professional
STU_000314,16,Male,Rajasthan,Urban,10-20 Lakhs,Science-PCB,73.53,70.27,ICSE,Tier 3,,,64.69,706200.0,,6.8,5.6,5.6,5.1,6.5,3.2,3.7,2.5,3.4,3.3,3.1,3.8,3.1,3.9,3.5,2.7,Home State,5,5 years,Job,Medium,False,False,0,5,3,B.Pharm,"['B.Pharm', 'Pharmacist', 'Pharmacist', 'Senior Pharmacist', 'Pharmacy Manager']",Pharmacist,Pharmacist,Senior Pharmacist,Pharmacy Manager
STU_000315,18,Female,Haryana,Rural,10-20 Lakhs,Science-PCB,75.87,68.66,CBSE,Tier 3,,,62.83,743400.0,,6.4,6.8,6.3,5.7,3.3,2.5,4.3,3.7,5.0,1.3,2.7,4.0,3.0,2.7,3.0,3.0,Home State,10,4 years,Business,Low,False,False,0,1,1,BDS,"['BDS', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000316,18,Male,Tamil Nadu,Semi-Urban,5-10 Lakhs,Commerce,85.73,89.36,ICSE,Tier 1,,,,,,6.8,6.3,5.7,5.6,7.4,3.2,3.7,3.6,1.5,2.9,1.0,3.4,4.2,4.3,2.3,2.9,Home State,10,4 years,Job,High,True,True,10,1,2,Finance,"['Finance', 'Finance', 'Junior Professional', 'Professional']",Finance,Junior Professional,Professional,Professional
STU_000317,16,Female,Rajasthan,Urban,5-10 Lakhs,Science-PCM,71.11,90.2,CBSE,Tier 2,,,,,,6.8,5.8,4.2,4.5,8.4,3.9,3.1,2.9,3.2,2.8,3.0,3.1,4.2,3.2,2.3,2.8,Nearby States,5,6+ years,Job,Low,True,True,20,0,1,Mechanical Engineering,"['Mechanical Engineering', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional', 'Lead Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000318,18,Male,Delhi,Rural,5-10 Lakhs,Science-PCB,80.65,87.56,CBSE,Tier 1,,,57.62,847600.0,,3.1,9.0,6.9,5.9,4.9,5.0,4.1,3.7,1.8,4.4,2.7,3.3,3.6,2.4,3.6,4.0,Pan India,2,4 years,Job,High,True,False,10,2,0,Physiotherapy,"['Physiotherapy', 'Physiotherapy', 'Junior Professional', 'Professional']",Physiotherapy,Junior Professional,Professional,Professional
STU_000319,18,Female,Bihar,Rural,10-20 Lakhs,Science-PCM,68.45,79.72,State Board,Tier 1,,,,,,5.8,5.3,8.0,6.4,5.7,3.9,1.0,5.0,2.8,1.0,4.0,2.3,4.3,3.3,1.7,3.6,Pan India,10,4 years,Business,Low,False,True,20,1,2,Computer Science Engineering,"['Computer Science Engineering', 'Software Engineer', 'Software Engineer', 'ML Engineer']",Software Engineer,Software Engineer,ML Engineer,ML Engineer
STU_000320,18,Male,Delhi,Rural,10-20 Lakhs,Science-PCM,77.9,70.75,ICSE,Tier 3,,,,,509.0,8.7,3.6,3.6,3.6,6.3,3.1,2.7,2.2,5.0,4.9,3.7,1.6,3.1,4.0,3.3,4.2,Home State,10,4 years,Business,Medium,False,True,0,0,2,Data Science,"['Data Science', 'Data Analyst', 'Data Scientist', 'Data Scientist']",Data Analyst,Data Scientist,Data Scientist,Data Scientist
STU_000321,18,Male,Maharashtra,Semi-Urban,5-10 Lakhs,Science-PCB,87.48,69.7,CBSE,Tier 3,,,,,,4.8,4.4,6.9,6.3,5.6,4.3,4.5,1.5,2.0,3.5,2.2,2.3,4.3,1.9,3.0,3.7,Home State,15,6+ years,Job,Medium,True,True,20,2,2,BDS,"['BDS', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000322,18,Male,West Bengal,Rural,<5 Lakhs,Science-PCM,69.26,64.08,ICSE,Tier 2,,,,,,6.2,7.6,5.2,3.5,7.4,3.9,2.6,2.7,3.6,1.5,3.0,1.9,5.0,2.5,3.9,2.3,Abroad,15,5 years,Business,Medium,False,True,50,0,2,Mechanical Engineering,"['Mechanical Engineering', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000323,16,Male,Andhra Pradesh,Urban,<5 Lakhs,Science-PCB,73.37,74.65,State Board,Tier 2,,,66.75,665000.0,,4.4,5.3,4.3,7.7,6.3,3.8,4.9,1.7,1.0,2.3,2.8,2.7,5.0,2.9,2.7,3.5,Home State,2,5 years,Research,Medium,False,True,10,1,1,BHMS,"['BHMS', 'BHMS', 'Junior Professional', 'Professional', 'Professional']",BHMS,Junior Professional,Professional,Professional
STU_000324,18,Male,Maharashtra,Urban,>50 Lakhs,Commerce,84.71,85.27,State Board,Tier 2,,,,,,5.9,7.4,4.6,6.4,6.3,2.5,4.1,3.7,5.0,2.5,3.9,3.5,5.0,2.2,2.8,2.6,Home State,5,4 years,Job,Low,True,False,20,1,0,BBA,"['BBA', 'Management Trainee', 'Business Analyst', 'Manager']",Management Trainee,Business Analyst,Manager,Manager
STU_000325,18,Male,Uttar Pradesh,Urban,5-10 Lakhs,Arts,74.22,80.83,CBSE,Tier 3,,,,,,6.3,8.5,7.3,6.3,8.1,3.9,4.6,3.9,1.0,4.1,2.8,3.0,3.7,2.9,3.5,2.9,Home State,5,5 years,Job,High,False,False,0,3,2,BA Journalism,"['BA Journalism', 'Entry Level', 'Entry Level', 'Professional', 'Professional']",Entry Level,Entry Level,Professional,Professional
STU_000326,16,Male,Rajasthan,Rural,10-20 Lakhs,Science-PCMB,87.74,79.44,CBSE,Tier 3,,,,,558.0,6.7,4.1,5.1,7.9,7.1,3.2,5.0,1.8,2.5,2.8,1.0,2.9,2.6,2.1,3.0,1.8,Abroad,20,4 years,Job,Medium,True,True,0,2,3,B.Pharm,"['B.Pharm', 'B.Pharm', 'Clinical Pharmacist', 'Senior Pharmacist']",B.Pharm,Clinical Pharmacist,Senior Pharmacist,Senior Pharmacist
STU_000327,16,Female,Bihar,Semi-Urban,<5 Lakhs,Science-PCB,74.35,82.03,State Board,Tier 1,,,61.14,777200.0,341.0,6.6,7.7,7.2,6.8,4.0,3.4,3.4,4.8,2.8,3.0,1.7,2.0,2.5,2.8,5.0,3.0,Pan India,2,4 years,Business,High,True,False,0,0,1,MBBS,"['MBBS', 'Junior Doctor', 'Resident Doctor', 'Senior Resident']",Junior Doctor,Resident Doctor,Senior Resident,Senior Resident
STU_000328,18,Male,Tamil Nadu,Semi-Urban,10-20 Lakhs,Science-PCB,78.65,74.9,CBSE,Tier 2,,,67.89,642200.0,,8.1,6.5,4.9,6.6,5.2,5.0,2.5,3.3,3.6,3.6,4.3,2.8,3.2,1.3,5.0,3.7,Nearby States,30,4 years,Research,Low,False,True,0,1,2,Physiotherapy,"['Physiotherapy', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000329,17,Male,Bihar,Urban,10-20 Lakhs,Science-PCB,82.52,63.92,State Board,Tier 1,,,50.0,1000000.0,427.0,7.2,7.1,6.5,4.4,4.9,4.7,2.9,3.6,2.7,1.1,3.7,3.5,5.0,2.2,4.1,2.2,Abroad,2,6+ years,Business,Low,True,False,50,1,1,BHMS,"['BHMS', 'Entry Level', 'Junior Professional', 'Professional', 'Professional', 'Lead Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000330,17,Male,West Bengal,Urban,<5 Lakhs,Science-PCB,78.57,68.44,CBSE,Tier 2,,,50.0,1000000.0,362.0,2.5,6.2,8.5,8.4,6.3,1.5,4.0,3.4,2.3,3.9,3.4,4.8,2.4,1.9,2.1,3.1,Home State,2,6+ years,Business,Medium,False,False,10,1,0,BDS,"['BDS', 'Entry Level', 'Junior Professional', 'Junior Professional', 'Senior Professional', 'Lead Professional']",Entry Level,Junior Professional,Junior Professional,Senior Professional
STU_000331,16,Male,Haryana,Rural,20-50 Lakhs,Science-PCM,90.88,78.73,CBSE,Tier 2,,,,,,5.8,7.6,7.1,5.0,4.1,5.0,3.3,3.6,3.4,1.1,4.3,2.6,4.2,4.7,3.4,2.3,Abroad,5,5 years,Job,Medium,False,False,10,1,0,Data Science,"['Data Science', 'Data Science', 'Data Scientist', 'ML Engineer', 'Senior Data Scientist']",Data Science,Data Scientist,ML Engineer,Senior Data Scientist
STU_000332,16,Female,Haryana,Rural,<5 Lakhs,Science-PCM,60.0,80.94,CBSE,Tier 2,,,,,,5.8,3.5,3.8,6.3,3.7,3.8,3.9,4.9,4.6,1.7,1.0,2.4,4.3,2.8,3.3,2.9,Nearby States,2,6+ years,Job,Medium,False,False,10,2,0,Computer Science Engineering,"['Computer Science Engineering', 'Software Engineer', 'Data Scientist', 'ML Engineer', 'Product Manager', 'Senior Software Engineer']",Software Engineer,Data Scientist,ML Engineer,Product Manager
STU_000333,17,Female,West Bengal,Urban,10-20 Lakhs,Arts,90.81,89.84,State Board,Tier 1,,,,,,5.2,4.6,6.6,3.1,7.4,3.5,2.4,2.3,2.5,3.3,3.3,2.4,2.8,3.9,2.6,3.5,Pan India,10,4 years,Job,Low,True,False,0,2,1,Mass Communication,"['Mass Communication', 'Entry Level', 'Entry Level', 'Professional']",Entry Level,Entry Level,Professional,Professional
STU_000334,18,Female,Andhra Pradesh,Semi-Urban,5-10 Lakhs,Science-PCB,76.24,69.46,CBSE,Tier 2,,,50.0,1000000.0,,5.6,7.7,6.4,5.1,6.4,4.4,4.2,3.2,3.2,2.8,4.1,3.3,4.0,4.1,5.0,2.9,Home State,2,4 years,Business,Low,True,True,0,0,1,Veterinary Science,"['Veterinary Science', 'Veterinary Science', 'Junior Professional', 'Professional']",Veterinary Science,Junior Professional,Professional,Professional
STU_000335,17,Male,Telangana,Semi-Urban,<5 Lakhs,Commerce,91.26,74.75,State Board,Tier 2,,,,,,7.9,8.5,7.4,4.0,5.3,4.1,1.8,3.0,3.8,1.8,1.8,1.4,3.2,4.0,2.4,3.4,Pan India,5,5 years,Business,Medium,False,False,10,0,2,CA,"['CA', 'CA', 'Qualified CA', 'Senior Accountant', 'Finance Manager']",CA,Qualified CA,Senior Accountant,Finance Manager
STU_000336,18,Female,Punjab,Semi-Urban,<5 Lakhs,Science-PCMB,72.76,60.0,State Board,Tier 2,45.0,,50.0,1000000.0,,7.5,5.2,6.9,5.3,5.3,4.5,2.8,2.4,1.0,2.9,3.9,2.3,4.1,2.3,4.0,3.4,Nearby States,2,4 years,Job,Low,False,False,0,2,0,MBBS,"['MBBS', 'Junior Doctor', 'Resident Doctor', 'Senior Resident']",Junior Doctor,Resident Doctor,Senior Resident,Senior Resident
STU_000337,16,Female,Maharashtra,Semi-Urban,<5 Lakhs,Commerce,77.68,82.54,ICSE,Tier 2,,,,,,5.2,6.0,5.7,7.1,8.8,3.6,2.7,2.9,3.0,1.5,2.8,3.4,3.7,3.7,3.7,1.8,Home State,5,5 years,Job,Low,True,False,10,0,1,B.Com,"['B.Com', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000338,18,Female,Telangana,Urban,<5 Lakhs,Science-PCB,81.37,72.09,ICSE,Tier 2,,,51.34,973199.0,,7.9,6.0,5.2,6.8,6.4,4.1,4.0,3.9,4.2,3.9,4.0,1.0,3.7,2.3,4.4,1.3,Home State,30,4 years,Job,Low,False,True,20,1,1,B.Pharm,"['B.Pharm', 'B.Pharm', 'Clinical Pharmacist', 'Senior Pharmacist']",B.Pharm,Clinical Pharmacist,Senior Pharmacist,Senior Pharmacist
STU_000339,16,Female,West Bengal,Semi-Urban,5-10 Lakhs,Science-PCM,89.69,78.43,ICSE,Tier 2,,,,,,6.1,7.0,3.6,5.9,6.3,2.1,1.9,3.7,2.1,2.4,3.3,4.8,3.3,5.0,1.3,3.5,Home State,15,5 years,Job,Low,False,False,10,1,0,Electrical Engineering,"['Electrical Engineering', 'Electrical Engineering', 'Junior Professional', 'Professional', 'Senior Professional']",Electrical Engineering,Junior Professional,Professional,Senior Professional
STU_000340,16,Female,Haryana,Urban,5-10 Lakhs,Arts,71.66,67.05,CBSE,Tier 2,,,,,439.0,5.0,4.8,4.8,5.2,6.5,4.8,3.2,2.4,4.8,1.0,3.4,2.1,3.5,3.8,1.7,3.5,Pan India,30,5 years,Business,High,False,True,0,1,1,Law (BA LLB),"['Law (BA LLB)', 'Entry Level', 'Entry Level', 'Professional', 'Senior Professional']",Entry Level,Entry Level,Professional,Senior Professional
STU_000341,16,Male,Telangana,Semi-Urban,20-50 Lakhs,Science-PCB,64.03,72.4,State Board,Tier 2,,,59.43,811400.0,,3.8,6.2,6.7,5.8,2.1,4.0,4.8,3.3,1.5,1.9,4.6,3.8,4.0,3.6,2.6,3.2,Abroad,5,5 years,Business,Medium,False,True,0,2,2,B.Pharm,"['B.Pharm', 'Pharmacist', 'Clinical Pharmacist', 'Clinical Pharmacist', 'Pharmacy Manager']",Pharmacist,Clinical Pharmacist,Clinical Pharmacist,Pharmacy Manager
STU_000342,18,Female,Andhra Pradesh,Rural,<5 Lakhs,Science-PCM,76.52,75.71,CBSE,Tier 1,,,,,256.0,8.1,6.3,9.1,3.0,3.2,3.2,4.2,1.9,1.2,2.9,2.4,3.5,3.3,3.6,4.7,2.3,Nearby States,5,4 years,Research,Low,False,True,20,1,1,Computer Science Engineering,"['Computer Science Engineering', 'Computer Science Engineering', 'Data Scientist', 'ML Engineer']",Computer Science Engineering,Data Scientist,ML Engineer,ML Engineer
STU_000343,17,Female,Madhya Pradesh,Rural,<5 Lakhs,Science-PCB,86.85,77.02,CBSE,Tier 2,,,,,,7.0,10.0,6.7,5.6,7.9,3.6,4.6,4.6,1.1,3.1,4.6,2.1,2.7,2.4,4.2,3.7,Home State,20,4 years,Job,Medium,False,False,10,0,1,Nursing,"['Nursing', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000344,18,Female,Rajasthan,Semi-Urban,5-10 Lakhs,Science-PCB,60.0,81.72,CBSE,Tier 1,,,,,,5.9,4.9,6.8,8.5,8.7,4.9,4.0,3.7,1.4,2.4,2.5,2.9,2.9,4.0,3.0,3.1,Pan India,5,5 years,Job,High,False,False,50,0,0,B.Pharm,"['B.Pharm', 'Pharmacist', 'Clinical Pharmacist', 'Senior Pharmacist', 'Pharmacy Manager']",Pharmacist,Clinical Pharmacist,Senior Pharmacist,Pharmacy Manager
STU_000345,16,Female,Punjab,Urban,>50 Lakhs,Science-PCM,67.84,76.67,CBSE,Tier 2,60.51,,,,,6.8,5.8,5.6,9.3,7.2,2.7,3.7,3.3,3.3,2.7,4.0,3.3,3.5,4.2,3.5,3.5,Nearby States,2,4 years,Job,Low,False,True,0,0,1,Electrical Engineering,"['Electrical Engineering', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000346,18,Male,Maharashtra,Urban,<5 Lakhs,Commerce,78.14,90.4,ICSE,Tier 2,,,,,,4.8,7.3,6.3,3.9,5.0,3.2,3.3,2.2,3.4,2.6,3.6,2.2,3.2,4.6,2.4,2.1,Nearby States,5,4 years,Job,Medium,True,True,50,0,2,Marketing,"['Marketing', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000347,18,Male,Haryana,Rural,10-20 Lakhs,Science-PCB,68.69,75.77,ICSE,Tier 3,,,57.41,851800.0,,6.4,8.6,6.9,7.7,6.5,3.5,3.1,3.1,1.1,1.3,3.5,1.9,3.2,2.1,2.8,3.3,Nearby States,2,4 years,Job,Medium,False,True,20,1,1,BHMS,"['BHMS', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000348,18,Female,Gujarat,Rural,<5 Lakhs,Science-PCM,70.94,72.01,ICSE,Tier 3,54.72,,,,,5.6,4.1,6.7,8.2,7.4,4.1,3.3,1.0,2.8,2.7,2.5,3.6,3.4,2.8,4.3,3.0,Home State,10,5 years,Job,Medium,True,True,0,1,1,Electrical Engineering,"['Electrical Engineering', 'Entry Level', 'Junior Professional', 'Junior Professional', 'Senior Professional']",Entry Level,Junior Professional,Junior Professional,Senior Professional
STU_000349,17,Male,Bihar,Semi-Urban,5-10 Lakhs,Science-PCB,75.65,74.44,State Board,Tier 3,,,50.0,1000000.0,,4.4,5.5,7.7,4.6,5.6,3.4,1.9,1.3,3.1,4.1,3.8,3.9,2.9,3.4,1.9,3.6,Pan India,2,5 years,Business,Medium,False,False,20,2,2,MBBS,"['MBBS', 'Junior Doctor', 'Resident Doctor', 'Senior Resident', 'Senior Resident']",Junior Doctor,Resident Doctor,Senior Resident,Senior Resident
STU_000350,18,Male,West Bengal,Rural,5-10 Lakhs,Science-PCM,88.89,69.9,CBSE,Tier 1,,,,,,5.9,6.5,4.0,5.3,6.7,2.9,2.8,5.0,5.0,1.0,2.8,5.0,3.9,3.2,4.6,3.6,Pan India,2,6+ years,Business,Low,True,False,0,3,0,Information Technology,"['Information Technology', 'Entry Level', 'Entry Level', 'Professional', 'Senior Professional', 'Senior Professional']",Entry Level,Entry Level,Professional,Senior Professional
STU_000351,18,Male,Delhi,Urban,20-50 Lakhs,Commerce,82.09,68.61,CBSE,Tier 3,,,,,,7.2,7.4,3.5,4.6,4.2,3.8,4.3,3.7,1.9,2.1,1.2,1.8,4.2,4.6,2.6,3.4,Home State,5,4 years,Job,Medium,False,False,10,0,0,BBA,"['BBA', 'Management Trainee', 'Business Analyst', 'Manager']",Management Trainee,Business Analyst,Manager,Manager
STU_000352,16,Male,Rajasthan,Semi-Urban,<5 Lakhs,Science-PCM,82.21,71.82,CBSE,Tier 2,,,,,,4.7,5.0,8.1,8.1,7.2,4.0,3.1,2.7,1.6,2.9,1.4,2.1,4.4,5.0,3.7,4.4,Pan India,2,5 years,Job,Medium,False,False,50,3,1,Electronics Engineering,"['Electronics Engineering', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000353,18,Male,West Bengal,Semi-Urban,20-50 Lakhs,Commerce,72.54,72.97,State Board,Tier 3,,,,,,6.3,8.5,5.6,7.1,3.1,4.8,4.3,2.9,3.4,3.6,1.6,2.9,2.5,4.3,4.1,3.1,Home State,5,4 years,Job,Medium,True,False,10,0,2,B.Com,"['B.Com', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000354,18,Female,Punjab,Semi-Urban,<5 Lakhs,Science-PCB,71.03,68.78,State Board,Tier 1,,,62.18,756400.0,,4.2,6.7,3.0,5.6,7.4,4.1,3.5,2.2,1.0,3.8,2.2,2.9,3.3,3.9,5.0,4.7,Home State,5,5 years,Government,Low,False,True,20,1,0,Physiotherapy,"['Physiotherapy', 'Physiotherapy', 'Junior Professional', 'Junior Professional', 'Junior Professional']",Physiotherapy,Junior Professional,Junior Professional,Junior Professional
